Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
281,Monks of KÌÄå¢Ìâ‰âÂÌâ‰ÛÏblÌÄ‰ÛÊÌâ‰Ûªi KhÌÄ‰ÛÊÌâ‰Ûªn Emperor of China or The history of the life and travels of Rabban SÌÄ‰ÛÊÌâ‰ÛªwmÌÄ‰ÛÊÌâ‰Ûª envoy and plenipotentiary of the Mongol khÌÄ‰ÛÊÌâ‰Ûªns to the kings of Europe and MarkÌÄå¢Ìâ‰âÂÌâÅÒs who as MÌÄ‰ÛÊÌâ‰Ûªr Yahbh AllÌÄ‰ÛÊÌâ‰ÛªhÌÄ‰ÛÊÌâ‰Ûª III became Patriarch of ,Voyages and travels,40646,6,41,37,0.182,history industry military food aircraft technology money events man franklin,,,,,,,,
331,Progress and poverty an inquiry into the cause of industrial depressions and of increase of want with increase of wealth the remedy,Economics,40647,2,18,3,0.444,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
929,Woodruff Bingham Bigham families,Bingham family,40648,8,63,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
610,Medicines great journey one hundred years of healing,Medicine History 20th century Pictorial works,40649,2,55,5,0.333,years national complete france park french color furniture hundred mount,,,,,,,,
629,Honda CMX250 Rebel owners workshop manual,Honda motorcycle Maintenance and repair Handbooks manuals etc,40649,1,13,25,0.9,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
973,Almanac of American history,United States History Chronology,40650,2,35,27,0.333,history early making wine kentucky white italy study americas physics,,,,,,,,
978,history of Glacier County Montana,Glacier County Mont History,40651,3,49,33,0.429,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
681,chronograph its mechanism and repair,Chronograph,40651,1,44,27,0.333,history early making wine kentucky white italy study americas physics,,,,,,,,
929,Tomlinson book,Tomlinson family,40651,1,52,19,0.5,family including present account records thomas time day times materials,,,,,,,,
391,Historic costume for the stage,Costume,40651,4,1,35,0.5,design bible gold water railroad coins ages roads car model,,,,,,,,
929,Sponheimer kindred including Spohnheimer Sponamer Spoonhimer Spoonemore Spoonamore Spoonmore and allied families of America,Spoonamore family,40652,1,16,3,0.333,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
769,Friedensreich Hundertwasser the complete graphic work 1951 1986,Prints Austrian,40653,3,1,22,0.2,report south europe equipment st study mental cultural planning supplies,,,,,,,,
671,Illustrated dictionary of metalworking and manufacturing technology,Manufacturing processes Dictionaries,40654,4,6,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
959,First Marine Division Vietnam,United States Marine Corps Division 1st,40654,2,17,7,0.5,music marine criticism ships van methods division corps trail theory,,,,,,,,
929,Facts and traditions relating to Joseph Bonaparte Annette Savage Charles Joseph Gellhand Delafoille Caroline Charlotte Bonaparte Benton Zebulon Howell Benton the Benton family,Benton family,40654,1,33,19,0.238,family including present account records thomas time day times materials,,,,,,,,
977,Counties of White and Pulaski Indiana Historical and biographical,White County Ind History,40654,2,39,33,0.444,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
333,Complete guide to appraising commercial and industrial properties,Real property Valuation,40654,1,8,2,0.286,business reference modern church construction management small industrial practical boats,,,,,,,,
289,Faith on the march,Watch Tower Bible and Tract Society History,40655,3,62,17,0.286,books encyclopedia international western laws society system transport general relations,,,,,,,,
681,modern clock a study of time keeping mechanism its construction regulation and repair,Clocks and watches,40655,1,13,3,0.222,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
709,Annual exhibition of contemporary American sculpture watercolors and drawings,Watercolor painting American Exhibitions,40655,3,60,18,0.556,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
553,agates of North America,Agates,40658,1,7,29,0.667,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
491,Ukrainian grammar,Ukrainian language Grammar,40658,1,36,36,1,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
929,Ancestors and descendants of William Browning Greene and Mary Hoxsie Lewis with allied families,Lewis family,40659,4,9,15,0.545,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
638,Honey plants of North America North of Mexico A guide to the best locations for beekeeping in the United States,Bee culture North America,40660,2,27,29,0.385,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
642,Choice confections manufacturing methods and formulas,Confectionery,40660,1,61,7,0.5,music marine criticism ships van methods division corps trail theory,,,,,,,,
678,Synthetic rubbers their chemistry and technology,Rubber Artificial,40660,1,1,37,0.25,history industry military food aircraft technology money events man franklin,,,,,,,,
531,Dietrichs 50 perpetual motions,Perpetual motion,40660,1,50,6,0.5,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
492,joys of Yiddish a relaxed lexicon of Yiddish Hebrew and Yinglish words often encountered in English from the days of the Bible to those of the beatnik,Jewish wit and humor,40661,3,5,36,0.333,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
976,history of Dickson County Tennessee,Dickson County Tenn History,40662,1,19,33,0.571,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
27,Carnegie libraries their history and impact on American public library development,Carnegie Andrew 1835 1919,40663,4,6,9,0.5,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
297,Introduction to the study of the Holy Quran,Ahmadiyya,40663,2,8,26,0.25,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
629,Race custom car metal fabricators handbook,Metal work,40663,3,5,34,0.333,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
979,Olympia wins Washingtons capital controversies,Washington State Capital and capitol,40664,2,5,31,0.429,washington state sound puget region resources mines plan high king,,,,,,,,
708,Catalogue international exhibition of paintings,Painting Exhibitions,40665,1,21,28,0.5,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
708,catalogue of the annual exhibition,Painting Exhibitions,40665,16,21,28,0.75,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
929,Genealogy Rising families of America 1635 1981,Rising family,40665,1,30,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
677,Inorganic fibres,Inorganic fibers,40665,1,6,23,0.5,history england britain union costume ireland fashion london germany soviet,,,,,,,,
653,Course in Isaac Pitman shorthand a series of lessons in Issac Pitmans system of phonography,Shorthand,40669,1,10,17,0.4,books encyclopedia international western laws society system transport general relations,,,,,,,,
294,Om Shree Bhagvachchandrika verses and passages from most of the scriptures the Puranas Tantras Yoga Vedantasootras Upanishads etc,Hinduism,40669,1,11,21,0.2,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
628,Fire alarm signaling systems handbook,Fire alarms,40669,2,6,21,0.4,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
323,International encyclopedia of human rights freedoms abuses and remedies,Human rights Encyclopedias,40671,2,6,30,0.375,mass air human town de practice power anatomy cars spanish,,,,,,,,
975,History of Edgefield County from the earliest settlements to 1897 biographical and anecdotical with sketches of the Seminole war nullification secession reconstruction churches and literature with rolls of all the companies from Edgefield in,Edgefield County S C Genealogy,40672,4,29,33,0.2,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
658,Business policies and procedures handbook how to create professional policy and procedure publications,Management Handbooks manuals etc,40672,1,7,25,0.3,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
16,Sergei Vasilevich Rachmaninoff a guide to research,Rachmaninoff Sergei 1873 1943 Bibliography,40672,1,41,20,0.333,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
666,collectors guide to old fruit jars an illustrated price guide lists over 9400 prices,Glass fruit jars Collectors and collecting United States Catalogs,40672,2,15,10,0.733,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
929,Darter Tarter family,Tarter family,40672,2,23,19,0.333,family including present account records thomas time day times materials,,,,,,,,
623,Evinrude 1 1 2 to 40 hp outboard motor service manual,Outboard motors Maintenance and repair Handbooks manuals etc,40673,1,6,25,0.909,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
378,Washington higher education book a guide to Washingtons Colleges and Universities 2011 2012,Universities and colleges Washington State Directories,40673,24,14,20,0.545,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
332,Wall Street and Washington,United States Congress Senate,40674,7,19,12,0.4,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
974,History of Bucks County Pennsylvania including an account of its original exploration,Bucks County Pa Biography,40674,2,39,33,0.273,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
355,Encyclopedia of historic forts the military pioneer and trading posts of the United States,Military bases United States Dictionaries,40675,2,49,12,0.308,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
293,Handbook of Norse mythology,Mythology Norse,40676,1,3,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
979,San Francisco kaleidoscope,San Francisco Calif Biography,40679,3,38,3,0.4,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
324,Official proceedings of the 1984 Democratic National Convention George R Moscone Convention Center San Francisco California July 16 19,Democratic Party U S Congresses,40679,1,34,20,0.286,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
738,Gaudy Dutch,Gaudy ware,40679,1,50,19,0.5,family including present account records thomas time day times materials,,,,,,,,
929,House of SÌÄå¢Ìâ‰âÂÌâÅ_nger,Saenger family,40679,1,29,28,0.333,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
978,Early Beadle County 1879 1900,Beadle County S D History,40680,1,20,33,0.5,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
929,Wolfe family history,Wolfe family,40680,1,20,33,0.333,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
973,Let the drums roll veterans and patriots of the Revolutionary War who settled in Maury County Tennessee,United States History Revolution 1775 1783 Registers,40680,4,27,33,0.267,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
979,short history of Portland,Portland Or History,40680,1,29,29,0.667,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
133,encyclopedia of witchcraft and demonology,Demonology Dictionaries,40680,4,15,21,0.5,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
531,Kinematics a treatise on the modification of motion as affected by the forms and modes of connection of the moving parts of machines fully illustrated by accurate diagrams of mechanical movements as practically constructed for the use of draughts,Gearing,40681,4,12,21,0.25,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
688,200 years of dolls identification and price guide,Dolls Collectors and collecting Catalogs,40683,10,6,10,0.625,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
28,three owls Third book contemporary criticism of childrens books 1927 1930,Childrens literature,40683,1,4,18,0.571,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
615,Fundamentals of respiratory therapy,Respiratory therapy,40683,1,33,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
491,Bhargavas standard illustrated dictionary of the Hindi language Hindi English ed,Hindi language Dictionaries English,40684,2,3,36,0.818,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
391,Uniforms of the Civil War,United States Armed Forces Uniforms History,40685,1,13,4,0.375,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
639,Game management plan 2003 2009,Wildlife management Washington State,40685,2,22,31,0.6,washington state sound puget region resources mines plan high king,,,,,,,,
977,true picture of emigration,Illinois Description and travel,40687,2,35,11,0.5,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
917,ascent of Denali Mount McKinley a narrative of the first complete ascent of the highest peak in North America,McKinley Mount Alaska,40687,4,20,29,0.231,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
917,Where mountains meet the sea Alaskas gulf coast,Alaska Description and travel,40687,6,20,11,0.5,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
423,New Oxford American dictionary,Americanisms Dictionaries,40687,28,20,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
621,Porcelain insulators guide book for collectors unipart pin types,Electric insulators and insulation Collectors and collecting,40688,1,41,10,0.364,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
929,Copenhaver family of Smyth County Virginia a family record of some of the descendants of Frederick Copenhaver,Copenhaver family,40689,4,40,15,0.3,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
929,ancient family of Palmer of Plymouth Colony,Palmer family,40689,3,54,20,0.4,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
371,education of American Indians Prepared for the Subcommittee on Indian education of the Committee on Labor and Public Welfare United States Senate,Indians of North America Education Law and legislation,40689,4,15,29,0.263,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
929,Descendants of Micum McIntire a Scottish Highlander deported by Oliver Cromwell after the Battle of Dunbar September 3 1650 and settled at York Maine about 1668,McIntyre family,40690,1,59,4,0.2,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
735,Italian high renaissance and baroque sculpture,Sculpture Renaissance Italian,40691,9,2,18,0.333,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
791,Whos who in Hollywood the largest cast of international film personalities ever assembled,Motion picture actors and actresses United States Biography Dictionaries,40692,8,16,36,0.133,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
355,Army dictionary and desk reference,United States Army Dictionaries,40694,2,9,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
388,Communications traffic signals and traffic control devices 1991,Traffic signs and signals,40695,3,11,37,0.286,history industry military food aircraft technology money events man franklin,,,,,,,,
641,How to make a world of liqueurs,Liqueurs,40695,2,15,27,0.5,history early making wine kentucky white italy study americas physics,,,,,,,,
739,Encyclopedia of American silver manufacturers,Hallmarks United States,40696,2,25,18,0.333,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
358,Silver wings pinks greens uniforms wings insignia of USAAF airmen in World War II,United States Army Air Forces Uniforms History,40696,3,26,4,0.294,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
929,Patriot families a genealogy of the direct descendants of Jacob Coy and Killian Minkler,Minkler family,40696,4,53,15,0.333,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
133,influence of psychic phenomena on my philosophy,Parapsychology,40696,1,6,26,0.25,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
130,Modern man in search of a soul,Psychoanalysis,40697,2,36,37,0.667,history industry military food aircraft technology money events man franklin,,,,,,,,
510,Principia mathematica,Logic Symbolic and mathematical,40703,26,11,29,0.5,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
629,Allis Chalmers construction machinery industrial equipment,Allis Chalmers Company,40704,2,25,2,0.286,business reference modern church construction management small industrial practical boats,,,,,,,,
636,encyclopedia of historic and endangered livestock and poultry breeds,Rare breeds United States Encyclopedias,40704,6,13,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
919,geography of the polar regions consisting of a general characterization of polar nature,Polar regions,40704,2,4,8,0.333,history seattle wash people sources building natural heritage historic community,,,,,,,,
709,Wrightsman collection,Art Private collections,40706,2,6,10,0.5,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
641,Jewish cooking in America,Jewish cooking,40707,4,8,29,0.667,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
625,Supplement to the manual including drawings for standard cars adopted by the association as standard and recommended practice,Railroad cars Standards,40707,9,17,30,0.231,mass air human town de practice power anatomy cars spanish,,,,,,,,
786,Musicians piano atlas,Piano numbers,40707,2,23,18,0.667,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
301,Cherokee freedmen from emancipation to American citizenship,Cherokee Indians Slaves Ownership of,40708,12,1,32,0.143,war world civil photography operations ii artistic naval german aerial,,,,,,,,
629,Honda Accord service manual,Honda Accord automobile Maintenance and repair Handbooks manuals etc,40708,10,13,25,1,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
684,Camerer Cuss book of antique watches,Clocks and watches History,40709,1,8,3,0.333,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
627,prefabricated port of Arromanches Mulberry B,World War 1939 1945 Engineering and construction,40711,4,45,32,0.333,war world civil photography operations ii artistic naval german aerial,,,,,,,,
808,How to write a photoplay,Motion picture authorship,40711,1,55,36,0.2,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
220,critical and exegetical commentary on Judges,Bible O T Judges Commentaries,40711,1,4,35,0.667,design bible gold water railroad coins ages roads car model,,,,,,,,
27,Alexandrian Library glory of the Hellenic world its rise antiquities and destructions,Libraries Egypt Alexandria,40712,2,18,32,0.222,war world civil photography operations ii artistic naval german aerial,,,,,,,,
629,Process instruments and controls handbook,Process control Handbooks manuals etc,40713,3,6,25,0.333,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
621,North American combustion handbook a basic reference on the art and science of industrial heating with gaseous and liquid fuels,Combustion engineering Handbooks manuals etc,40713,3,6,21,0.267,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
347,Washington court rules State,Court rules Washington State,40714,1,25,31,0.5,washington state sound puget region resources mines plan high king,,,,,,,,
331,Attending doctors handbook for physicians and office staff,Workers compensation Washington State Handbooks manuals etc,40715,3,17,31,0.2,washington state sound puget region resources mines plan high king,,,,,,,,
338,Marlin Firearms a history of the guns and the company that made them,Marlin Firearms Company History,40716,2,47,37,0.25,history industry military food aircraft technology money events man franklin,,,,,,,,
974,History of Beaver County Pennsylvania,Beaver County Pa History,40717,1,45,33,0.429,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
655,Typographical printing surfaces the technology and mechanism of their production,Type and type founding,40717,4,6,34,0.286,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
929,Deep roots the story of Hans and Olga Solie compiled and published for their loving children so that their descendants may enjoy in the printed word incidents and events they have experienced at first hand,Solie family,40721,1,35,27,0.111,history early making wine kentucky white italy study americas physics,,,,,,,,
580,Contributions from the United States National Herbarium,Botany,40722,1,7,12,0.4,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
979,King County and its queen city Seattle an illustrated history,Seattle Wash History,40722,76,19,8,0.625,history seattle wash people sources building natural heritage historic community,,,,,,,,
979,Champoeg memoranda,Oregon History,40723,6,13,13,0.5,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
929,Ancestors and descendants of Henry Gregory,Gregory family,40723,2,47,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
971,New Westminster the early years 1858 1898,New Westminster B C History,40723,2,28,27,0.5,history early making wine kentucky white italy study americas physics,,,,,,,,
974,history of the Town of Jefferson 1771 1976,Jefferson N Y History,40723,1,40,33,0.5,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
220,Jewish sect of Qumran and the Essenes new studies on the Dead Sea scrolls,Dead Sea scrolls,40724,1,14,22,0.222,report south europe equipment st study mental cultural planning supplies,,,,,,,,
929,Scottish Highlander Carmichaels of the Carolinas,Carmichael family,40724,1,55,35,0.25,design bible gold water railroad coins ages roads car model,,,,,,,,
385,Rails to the Mid Columbia wheatlands the Columbia Southern and Great Southern Railroads and the development of Sherman and Wasco Counties Oregon,Sherman County Or History,40724,12,70,33,0.188,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
298,Mountain Meadows Massacre,Mountain Meadows Massacre Utah 1857,40724,2,1,1,0.4,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
621,Standard graphic symbols for electrical wiring,Electric wiring Notation,40726,2,10,21,0.5,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
536,Steam tables and Mollier diagram,Steam Tables,40726,1,10,26,0.25,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
973,Northumberland County in the American Revolution,United States History Revolution 1775 1783,40729,4,34,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
910,Incidents on land and water or Four years on the Pacific coast being a narrative of the burning of the ships Nonantum Humayoon and Fanchon,Panama Description and travel,40729,2,34,11,0.214,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
16,Columbia checklist the feature films serials cartoons and short subjects of Columbia Pictures Corporation 1922 1988,Motion pictures United States Catalogs,40730,2,25,3,0.214,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
368,business of insurance a text book and reference work covering all lines of insurance written by eighty experts,Insurance,40731,9,20,28,0.333,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
973,They preached liberty an anthology of timely quotations from New England ministries of the American Revolution on the subject of liberty its source nature obligations types and blessings,Liberty,40731,3,10,26,0.25,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
178,Summary of state laws and regulations relating to distilled spirits,Liquor laws United States States,40731,2,1,12,0.364,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
974,history of Woburn Middlesex County Mass from the grant of its territory to Charlestown in 1640 to the year 1860,United States History Revolution 1775 1783 Registers,40732,6,34,12,0.154,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
929,McClaughry west from Cleghill with allied lines of Swift Dryden Cope Morrison McNitt McWhorter Boone Logan Connely Barnes Watkins Murdock,McClaughry family,40732,2,68,15,0.235,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
970,People of the sacred mountain a history of the northern Cheyenne chiefs and warrior societies 1830 1879 with an epilogue 1969 1974,Cheyenne Indians History,40734,16,1,27,0.167,history early making wine kentucky white italy study americas physics,,,,,,,,
738,Foval pearl art glass,Pearl art glass,40735,2,44,26,0.4,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
332,What everybody wants to know about money a planned outline of monetary problems,Money,40736,3,28,37,0.333,history industry military food aircraft technology money events man franklin,,,,,,,,
609,timetable of inventions and discoveries from pre history to the present day,Technology Chronology,40736,1,17,37,0.125,history industry military food aircraft technology money events man franklin,,,,,,,,
929,branch of the Wright tree,Wright family,40737,4,63,6,0.5,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
977,Christian County its first 100 years,Christian County Mo History,40737,1,69,33,0.6,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
387,big ship the story of the S S United States,United States Steamship History,40738,2,39,12,0.571,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
929,boughs of the Baneck family tree,Baneck family,40738,1,39,15,0.8,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
211,Whos who in hell a handbook and international directory for humanists freethinkers naturalists rationalists and non theists,Rationalists Biography Dictionaries,40739,2,32,21,0.333,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
614,Guides to the evaluation of permanent impairment,Disability evaluation Handbooks manuals etc,40741,2,1,25,0.286,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
929,Hosford genealogy a history of the descendants of William Hosford sometime resident of Beaminster Dorsetshire Dorchester Massachusetts Windsor Connecticut and Calverleigh Devonshire,Hosford family,40742,2,15,15,0.267,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
638,Fifty years among the bees,Bees,40742,1,58,32,1,war world civil photography operations ii artistic naval german aerial,,,,,,,,
917,Old Boston taverns and tavern clubs,Boston Mass Social life and customs,40742,3,2,30,0.25,mass air human town de practice power anatomy cars spanish,,,,,,,,
749,Classic Chinese furniture Ming and early Qing dynasties,Furniture China History Ming Qing dynasties 1368 1912,40743,2,5,26,0.273,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
338,food front in World War I,World War 1914 1918 Food supply United States,40743,1,30,32,0.5,war world civil photography operations ii artistic naval german aerial,,,,,,,,
943,SS alibi of a nation 1922 1945,Germany Politics and government 1933 1945,40744,2,9,10,0.5,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
201,Guilt,Psychology Pathological,40744,6,2,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
977,Madison Dane County and surrounding towns being a history and guide with a complete list of county supervisors and officers and legislative members Madison Village and city council,Dane County Wis History,40744,2,49,33,0.25,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
699,Sea boat how to build rig and sail her including practical directions for handling small boats in launching or landing through a surf upon an open sea beach,Sailboats,40744,2,244,2,0.188,business reference modern church construction management small industrial practical boats,,,,,,,,
929,descendants of William Sabin of Rehoboth Massachusetts,Sabine family,40744,2,27,15,0.667,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
623,Ordnance maintenance shotguns all types,Shotguns Maintenance and repair,40744,1,5,25,0.4,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
305,making of an ethnic middle class Portland Jewry over four generations,Jews Oregon Portland History,40745,3,7,29,0.3,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
629,Volvo 240 service manual 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 DL GL Turbo 240 240 DL 240 GL 240 SE,Volvo automobile Maintenance and repair Handbooks manuals etc,40747,2,15,25,0.857,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
641,Great cooks and their recipes from Taillevent to Escoffier,Cooks,40748,2,15,34,0.25,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
639,Bulletin International North Pacific Fisheries Commission,Fisheries Research Pacific Ocean,40749,1,22,13,0.375,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
778,Stereoscopes the first one hundred years,Stereoscope History,40749,4,48,5,0.5,years national complete france park french color furniture hundred mount,,,,,,,,
623,Sten machine carbine,Great Britain War Office,40749,2,57,32,0.2,war world civil photography operations ii artistic naval german aerial,,,,,,,,
929,Gannett descendants of Matthew and Hannah Gannett of Scituate Massachusetts,Gannett family,40751,3,20,15,0.429,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
929,Descendants of Nathan Brown c1731 1779 of Newberry County South Carolina Preble County Ohio Coweta County Georgia and Warren County Illiinois sic a Presbyterian family,Brown family,40751,7,19,33,0.25,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
16,Romance fiction a guide to the genre,Books and reading United States,40751,6,7,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
641,Auberge of the Flowering Hearth,Auberge de lAtre fleuri,40751,70,1,30,0.167,mass air human town de practice power anatomy cars spanish,,,,,,,,
779,Andy Warhols exposures,Portrait photography,40751,2,7,32,0.333,war world civil photography operations ii artistic naval german aerial,,,,,,,,
972,El Salvador a country study,El Salvador,40752,1,25,37,0.25,history industry military food aircraft technology money events man franklin,,,,,,,,
621,Steam diesel power plant operators examinations,Steam power plants Examinations questions etc,40753,2,7,30,0.222,mass air human town de practice power anatomy cars spanish,,,,,,,,
748,Dale Chihuly a celebration,Chihuly Dale 1941 Exhibitions,40754,78,18,36,0.25,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
629,Chiltons Jeep Wagoneer Commando Cherokee 1966 79 repair tune up guide all models,Cherokee automobile,40756,9,2,25,0.556,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
16,great metal discography,Rock music Discography,40756,2,42,7,0.75,music marine criticism ships van methods division corps trail theory,,,,,,,,
977,History of Lafayette County Mo carefully written and compiled from the most authentic official and private sources including a history of its townships cities towns and villages,Lafayette County Mo History,40756,2,21,33,0.5,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
709,Trimpin contraptions for art and sound,Trimpin 1951 Themes motives,40756,108,22,24,0.4,life company pennsylvania west cookery cooking trade pioneer middle southern,,,,,,,,
327,diplomatic relations of the United States with Haiti 1776 1891,United States Foreign relations Haiti,40757,2,14,12,0.5,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
641,Bettinas cakes and cookies,Cake,40757,1,37,30,0.5,mass air human town de practice power anatomy cars spanish,,,,,,,,
929,Fillmores yesterday today and tomorrow,Filmer family,40758,1,48,33,0.5,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
